Greece,Europe,2017,0.87
Guatemala,North America,2017,0.65
Guinea,Africa,2017,0.459
Guyana,South America,2017,0.654
Haiti,North America,2017,0.498
Honduras,North America,2017,0.617
Hong Kong,Asia,2017,0.933
Hungary,Europe,2017,0.838
Iceland,Europe,2017,0.935
India,Asia,2017,0.64
Indonesia,Asia,2017,0.694
Iran,Asia,2017,0.798
Iraq,Asia,2017,0.685
Ireland,Europe,2017,0.938
Israel,Asia,2017,0.903
Italy,Europe,2017,0.88
Jamaica,North America,2017,0.732
Japan,Asia,2017,0.909
Jordan,Asia,2017,0.735
Kazakhstan,Europe,2017,0.8
Kenya,Africa,2017,0.59
Kuwait,Asia,2017,0.803
Kyrgyzstan,Asia,2017,0.672
Laos,Asia,2017,0.601
Latvia,Europe,2017,0.847
Lesotho,Africa,2017,0.52
Libya,Africa,2017,0.706
Lithuania,Europe,2017,0.858
Luxembourg,Europe,2017,0.904
Malawi,Africa,2017,0.477
Malaysia,Asia,2017,0.802
Maldives,Asia,2017,0.717
Mali,Africa,2017,0.427
Malta,Europe,2017,0.878
Mauritania,Africa,2017,0.52
Mauritius,Africa,2017,0.79
Mexico,North America,2017,0.774
Moldova,Europe,2017,0.7
Mongolia,Asia,2017,0.741
Morocco,Africa,2017,0.667
Mozambique,Africa,2017,0.437
Myanmar,Asia,2017,0.578
Namibia,Africa,2017,0.647
Nepal,Asia,2017,0.574
Netherlands,Europe,2017,0.931
New Zealand,Oceania,2017,0.917
Nicaragua,North America,2017,0.658
Niger,Africa,2017,0.354
Norway,Europe,2017,0.953
Pakistan,Asia,2017,0.562
Panama,North America,2017,0.789
Papua New Guinea,Oceania,2017,0.544
Paraguay,South America,2017,0.702
Peru,South America,2017,0.75
Philippines,Asia,2017,0.699
Poland,Europe,2017,0.865
Portugal,Europe,2017,0.847
Qatar,Asia,2017,0.856
Romania,Europe,2017,0.811
Russia,Europe,2017,0.816
Rwanda,Africa,2017,0.524
Samoa,Oceania,2017,0.713
Sao Tome and Principe,Africa,2017,0.589
Saudi Arabia,Asia,2017,0.853
Senegal,Africa,2017,0.505
Serbia,Europe,2017,0.787
Sierra Leone,Africa,2017,0.419
Singapore,Asia,2017,0.932
Slovakia,Europe,2017,0.855
Slovenia,Europe,2017,0.896
South Africa,Africa,2017,0.699
South Korea,Asia,2017,0.903
Spain,Europe,2017,0.891
Sri Lanka,Asia,2017,0.77
Sudan,Africa,2017,0.502
Sweden,Europe,2017,0.933
Switzerland,Europe,2017,0.944
Syria,Asia,2017,0.536
Tajikistan,Asia,2017,0.65
Tanzania,Africa,2017,0.538
Thailand,Asia,2017,0.755
Togo,Africa,2017,0.503
Tonga,Oceania,2017,0.726
Trinidad and Tobago,North America,2017,0.784
Tunisia,Africa,2017,0.735
Turkey,Europe,2017,0.791
Uganda,Africa,2017,0.516
Ukraine,Europe,2017,0.751
United Arab Emirates,Asia,2017,0.863
United Kingdom,Europe,2017,0.922
United States,North America,2017,0.924
Uruguay,South America,2017,0.804
Venezuela,South America,2017,0.761
Vietnam,Asia,2017,0.694
Yemen,Asia,2017,0.452
Zambia,Africa,2017,0.588
Zimbabwe,Africa,2017,0.535
